	Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_to_Net_Ratio	Slice_LUTs	LUTs_as_Memory	LUTs_as_Logic	RegsFF	RegsLatch	ABC_Delay	ABC_Area	Benchmark	Previous	Final_Pass	Improvement
917	917	['&syn4', '&syn4', '&if -W 300 -y -K 6']	18.468	4.023(22%)	14.445(78%)	22.0	7721.0	0.0	7721.0	2784.0	0.0	2414.0	7139.0	armcore	['&syn4', '&syn4']	&if -W 300 -y -K 6	0.6210000000000022
918	918	['&b', '&syn4', '&if -W 300 -y -K 6']	19.184	4.223(23%)	14.961(77%)	23.0	7649.0	0.0	7649.0	2784.0	0.0	2414.0	7185.0	armcore	['&b', '&syn4']	&if -W 300 -y -K 6	1.3740000000000023
919	919	['&b -d', '&syn4', '&if -W 300 -y -K 6']	19.39	4.458(23%)	14.932(77%)	23.0	7643.0	0.0	7643.0	2784.0	0.0	1533.0	8217.0	armcore	['&b -d', '&syn4']	&if -W 300 -y -K 6	-0.13200000000000145
920	920	['&if -W 300 -x -K 6', '&syn4', '&if -W 300 -y -K 6']	19.651	3.975(21%)	15.676(79%)	21.0	7600.0	0.0	7600.0	2784.0	0.0	1533.0	7879.0	armcore	['&if -W 300 -x -K 6', '&syn4']	&if -W 300 -y -K 6	-0.09799999999999898
921	921	['&if -W 300 -g -K 6', '&syn4', '&if -W 300 -y -K 6']	19.783	4.223(22%)	15.560(78%)	22.0	7574.0	0.0	7574.0	2784.0	0.0	2879.0	7563.0	armcore	['&if -W 300 -g -K 6', '&syn4']	&if -W 300 -y -K 6	1.1920000000000002
922	922	['&if -W 300 -y -K 6', '&syn4&if -W 300 -y -K 6']	24.612	5.463(23%)	19.149(77%)	23.0	7330.0	0.0	7330.0	2784.0	0.0	1533.0	7887.0	armcore	['&if -W 300 -y -K 6']	&syn4&if -W 300 -y -K 6	0.0
923	923	['&synch2', '&syn4', '&if -W 300 -y -K 6']	20.558000000000003	4.516(22%)	16.042(78%)	22.0	7706.0	0.0	7706.0	2784.0	0.0	1533.0	8300.0	armcore	['&synch2', '&syn4']	&if -W 300 -y -K 6	-0.1820000000000057
924	924	['&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.192999999999998	4.640(23%)	15.553(77%)	23.0	7201.0	0.0	7201.0	2784.0	0.0	1533.0	7969.0	armcore	['&syn2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
925	925	['&dch', '&syn4', '&if -W 300 -y -K 6']	20.468	4.764(24%)	15.704(76%)	24.0	7570.0	0.0	7570.0	2784.0	0.0	1533.0	7967.0	armcore	['&dch', '&syn4']	&if -W 300 -y -K 6	-0.36100000000000065
926	926	['&dch -f', '&syn4', '&if -W 300 -y -K 6']	18.974	4.276(23%)	14.698(77%)	23.0	7503.0	0.0	7503.0	2784.0	0.0	1533.0	7928.0	armcore	['&dch -f', '&syn4']	&if -W 300 -y -K 6	0.5169999999999995
927	927	['&if -W 300 -K 6 -v', '&mfs', '&st', '&syn4', '&if -W 300 -y -K 6']	19.357	4.400(23%)	14.957(77%)	23.0	7769.0	0.0	7769.0	2784.0	0.0	1533.0	7977.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&syn4']	&if -W 300 -y -K 6	0.6810000000000009
928	928	['&if -W 300 -K 6 -v', '&st', '&syn4', '&if -W 300 -y -K 6']	19.347	4.400(23%)	14.947(77%)	23.0	7784.0	0.0	7784.0	2784.0	0.0	1533.0	7931.0	armcore	['&if -W 300 -K 6 -v', '&st', '&syn4']	&if -W 300 -y -K 6	1.9059999999999988
929	929	['&dc2', '&b', '&if -W 300 -y -K 6']	20.9	4.595(22%)	16.305(78%)	22.0	7469.0	0.0	7469.0	2784.0	0.0	1533.0	7952.0	armcore	['&dc2', '&b']	&if -W 300 -y -K 6	1.9980000000000047
930	930	['&syn2', '&b', '&if -W 300 -y -K 6']	20.761	4.524(22%)	16.237(78%)	22.0	7257.0	0.0	7257.0	2784.0	0.0	1533.0	8257.0	armcore	['&syn2', '&b']	&if -W 300 -y -K 6	0.620000000000001
931	931	['&syn3', '&b', '&if -W 300 -y -K 6']	21.127	4.595(22%)	16.532(78%)	22.0	7313.0	0.0	7313.0	2784.0	0.0	1533.0	8138.0	armcore	['&syn3', '&b']	&if -W 300 -y -K 6	1.443999999999999
932	932	['&syn4', '&b', '&if -W 300 -y -K 6']	18.517	4.353(24%)	14.164(76%)	24.0	7654.0	0.0	7654.0	2784.0	0.0	2877.0	7152.0	armcore	['&syn4', '&b']	&if -W 300 -y -K 6	2.2029999999999994
933	933	['&b', '&b', '&if -W 300 -y -K 6']	22.616999999999997	4.843(22%)	17.774(78%)	22.0	7286.0	0.0	7286.0	2784.0	0.0	1533.0	7799.0	armcore	['&b', '&b']	&if -W 300 -y -K 6	1.7530000000000037
934	934	['&b -d', '&b', '&if -W 300 -y -K 6']	22.105999999999998	4.843(22%)	17.263(78%)	22.0	7249.0	0.0	7249.0	2784.0	0.0	1533.0	7817.0	armcore	['&b -d', '&b']	&if -W 300 -y -K 6	2.352000000000004
935	935	['&syn3', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.463	4.471(22%)	15.992(78%)	22.0	7184.0	0.0	7184.0	2784.0	0.0	2414.0	7414.0	armcore	['&syn3', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
936	936	['&if -W 300 -x -K 6', '&b', '&if -W 300 -y -K 6']	22.773000000000003	4.843(22%)	17.930(78%)	22.0	7290.0	0.0	7290.0	2784.0	0.0	2414.0	7214.0	armcore	['&if -W 300 -x -K 6', '&b']	&if -W 300 -y -K 6	0.9869999999999983
937	937	['&if -W 300 -g -K 6', '&b', '&if -W 300 -y -K 6']	23.323	4.967(22%)	18.356(78%)	22.0	7324.0	0.0	7324.0	2784.0	0.0	2414.0	7215.0	armcore	['&if -W 300 -g -K 6', '&b']	&if -W 300 -y -K 6	2.9979999999999976
938	938	['&if -W 300 -y -K 6', '&b&if -W 300 -y -K 6']	24.612	5.463(23%)	19.149(77%)	23.0	7330.0	0.0	7330.0	2784.0	0.0	2414.0	7611.0	armcore	['&if -W 300 -y -K 6']	&b&if -W 300 -y -K 6	0.0
939	939	['&synch2', '&b', '&if -W 300 -y -K 6']	18.489	5.025(28%)	13.464(72%)	28.0	7215.0	0.0	7215.0	2784.0	0.0	2414.0	7224.0	armcore	['&synch2', '&b']	&if -W 300 -y -K 6	0.4029999999999987
940	940	['&dch', '&b', '&if -W 300 -y -K 6']	22.788	4.967(22%)	17.821(78%)	22.0	7406.0	0.0	7406.0	2784.0	0.0	1533.0	7903.0	armcore	['&dch', '&b']	&if -W 300 -y -K 6	0.027000000000001023
941	941	['&dch -f', '&b', '&if -W 300 -y -K 6']	20.581	4.471(22%)	16.110(78%)	22.0	7299.0	0.0	7299.0	2784.0	0.0	2414.0	7235.0	armcore	['&dch -f', '&b']	&if -W 300 -y -K 6	3.0489999999999995
942	942	['&if -W 300 -K 6 -v', '&mfs', '&st', '&b', '&if -W 300 -y -K 6']	20.932	4.595(22%)	16.337(78%)	22.0	7166.0	0.0	7166.0	2784.0	0.0	2414.0	7230.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&b']	&if -W 300 -y -K 6	1.375
943	943	['&if -W 300 -K 6 -v', '&st', '&b', '&if -W 300 -y -K 6']	21.346999999999998	4.595(22%)	16.752(78%)	22.0	7233.0	0.0	7233.0	2784.0	0.0	2875.0	7148.0	armcore	['&if -W 300 -K 6 -v', '&st', '&b']	&if -W 300 -y -K 6	1.7780000000000022
946	946	['&syn4', '&if -W 300 -K 6 -v', '&mfs', '&st']	18.569000000000003	3.975(22%)	14.594(78%)	22.0	7602.0	0.0	7602.0	2784.0	0.0	2414.0	7293.0	armcore	['&syn4', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
957	957	['&b', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.483	4.471(22%)	16.012(78%)	22.0	7231.0	0.0	7231.0	2784.0	0.0	2414.0	7223.0	armcore	['&b', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
960	960	['&dc2', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	23.037	4.967(22%)	18.070(78%)	22.0	7491.0	0.0	7491.0	2784.0	0.0	2414.0	7228.0	armcore	['&dc2', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	-1.125
961	961	['&syn2', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	20.853	4.764(23%)	16.089(77%)	23.0	7269.0	0.0	7269.0	2784.0	0.0	2414.0	7375.0	armcore	['&syn2', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	-0.4980000000000011
962	962	['&syn3', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	21.697	4.719(22%)	16.978(78%)	22.0	7244.0	0.0	7244.0	2784.0	0.0	2414.0	7376.0	armcore	['&syn3', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	-0.24299999999999855
963	963	['&syn4', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	19.328	4.171(22%)	15.157(78%)	22.0	7648.0	0.0	7648.0	2784.0	0.0	2414.0	7138.0	armcore	['&syn4', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	-0.3730000000000011
964	964	['&b', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	19.028	5.197(28%)	13.831(72%)	28.0	7288.0	0.0	7288.0	2784.0	0.0	2414.0	7158.0	armcore	['&b', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	1.0570000000000022
966	966	['&if -W 300 -x -K 6', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	22.514	4.843(22%)	17.671(78%)	22.0	7301.0	0.0	7301.0	2784.0	0.0	2414.0	7449.0	armcore	['&if -W 300 -x -K 6', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	2.097999999999999
967	967	['&if -W 300 -g -K 6', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	23.09	5.091(23%)	17.999(77%)	23.0	7269.0	0.0	7269.0	2784.0	0.0	2414.0	7249.0	armcore	['&if -W 300 -g -K 6', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	3.1819999999999986
968	968	['&b -d', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.611	4.595(23%)	16.016(77%)	23.0	7236.0	0.0	7236.0	2784.0	0.0	2414.0	7269.0	armcore	['&b -d', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
969	969	['&if -W 300 -y -K 6', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	25.714000000000002	5.711(23%)	20.003(77%)	23.0	7296.0	0.0	7296.0	2784.0	0.0	2414.0	7576.0	armcore	['&if -W 300 -y -K 6', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	0.5919999999999952
970	970	['&synch2', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	19.673	4.347(23%)	15.326(77%)	23.0	7240.0	0.0	7240.0	2784.0	0.0	2414.0	7258.0	armcore	['&synch2', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	0.365000000000002
971	971	['&dch', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	21.825	4.719(22%)	17.106(78%)	22.0	7222.0	0.0	7222.0	2784.0	0.0	1533.0	7915.0	armcore	['&dch', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	2.3480000000000025
972	972	['&dch -f', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	22.987	4.967(22%)	18.020(78%)	22.0	7277.0	0.0	7277.0	2784.0	0.0	2414.0	7239.0	armcore	['&dch -f', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	1.4830000000000005
973	973	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	20.99	4.595(22%)	16.395(78%)	22.0	7127.0	0.0	7127.0	2784.0	0.0	2414.0	7205.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	1.1450000000000031
974	974	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	23.541	5.215(23%)	18.326(77%)	23.0	7214.0	0.0	7214.0	2784.0	0.0	2414.0	7232.0	armcore	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -x -K 6']	&if -W 300 -y -K 6	1.7469999999999999
975	975	['&dc2', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	20.598000000000003	4.471(22%)	16.127(78%)	22.0	7459.0	0.0	7459.0	2784.0	0.0	2414.0	7159.0	armcore	['&dc2', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	0.5819999999999972
976	976	['&syn2', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	21.184	4.719(23%)	16.465(77%)	23.0	7262.0	0.0	7262.0	2784.0	0.0	2879.0	7428.0	armcore	['&syn2', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	0.0
977	977	['&syn3', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	20.537	4.471(22%)	16.066(78%)	22.0	7285.0	0.0	7285.0	2784.0	0.0	2414.0	7099.0	armcore	['&syn3', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	2.0560000000000045
978	978	['&syn4', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	18.492	4.353(24%)	14.139(76%)	24.0	7762.0	0.0	7762.0	2784.0	0.0	2414.0	7361.0	armcore	['&syn4', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	0.31899999999999906
979	979	['&if -W 300 -x -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st']	23.778000000000002	5.091(22%)	18.687(78%)	22.0	7176.0	0.0	7176.0	2784.0	0.0	2414.0	7315.0	armcore	['&if -W 300 -x -K 6', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
980	980	['&b', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	23.173000000000002	5.091(22%)	18.082(78%)	22.0	7315.0	0.0	7315.0	2784.0	0.0	2414.0	7109.0	armcore	['&b', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	1.940999999999999
982	982	['&if -W 300 -x -K 6', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	23.11	4.967(22%)	18.143(78%)	22.0	7289.0	0.0	7289.0	2784.0	0.0	2414.0	7304.0	armcore	['&if -W 300 -x -K 6', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	2.6419999999999995
983	983	['&if -W 300 -g -K 6', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	19.625	4.223(22%)	15.402(78%)	22.0	7242.0	0.0	7242.0	2784.0	0.0	2414.0	7193.0	armcore	['&if -W 300 -g -K 6', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	4.986999999999998
984	984	['&if -W 300 -y -K 6', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	22.046	4.719(22%)	17.327(78%)	22.0	7323.0	0.0	7323.0	2784.0	0.0	2414.0	7179.0	armcore	['&if -W 300 -y -K 6', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	2.418000000000003
985	985	['&synch2', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	24.198	5.339(23%)	18.859(77%)	23.0	7292.0	0.0	7292.0	2784.0	0.0	2414.0	7536.0	armcore	['&synch2', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	0.2700000000000031
986	986	['&dch', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	22.99	4.967(22%)	18.023(78%)	22.0	7346.0	0.0	7346.0	2784.0	0.0	2414.0	7188.0	armcore	['&dch', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	0.006000000000000227
987	987	['&dch -f', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	22.967	4.967(22%)	18.000(78%)	22.0	7342.0	0.0	7342.0	2784.0	0.0	2414.0	7264.0	armcore	['&dch -f', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	0.9670000000000023
988	988	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	20.680999999999997	4.595(23%)	16.086(77%)	23.0	7164.0	0.0	7164.0	2784.0	0.0	2877.0	7091.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	1.4270000000000032
989	989	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	21.311	4.595(22%)	16.716(78%)	22.0	7201.0	0.0	7201.0	2784.0	0.0	2414.0	7228.0	armcore	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -g -K 6']	&if -W 300 -y -K 6	0.6290000000000013
990	990	['&if -W 300 -g -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.879	4.595(23%)	16.284(77%)	23.0	7147.0	0.0	7147.0	2784.0	0.0	2414.0	7278.0	armcore	['&if -W 300 -g -K 6', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
991	991	['&dc2', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	20.598000000000003	4.471(22%)	16.127(78%)	22.0	7528.0	0.0	7528.0	2784.0	0.0	2414.0	7192.0	armcore	['&dc2', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	0.5769999999999982
992	992	['&syn2', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	20.761	4.524(22%)	16.237(78%)	22.0	7240.0	0.0	7240.0	2784.0	0.0	2415.0	7230.0	armcore	['&syn2', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	0.0
993	993	['&syn3', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	21.11	4.595(22%)	16.515(78%)	22.0	7287.0	0.0	7287.0	2784.0	0.0	2414.0	7222.0	armcore	['&syn3', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	0.02699999999999747
994	994	['&syn4', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	18.38	4.295(24%)	14.085(76%)	24.0	7621.0	0.0	7621.0	2784.0	0.0	2414.0	7145.0	armcore	['&syn4', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	0.02500000000000213
995	995	['&b', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	22.566	4.967(23%)	17.599(77%)	23.0	7298.0	0.0	7298.0	2784.0	0.0	2414.0	7163.0	armcore	['&b', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	3.4200000000000017
997	997	['&if -W 300 -x -K 6', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	22.846999999999998	5.091(23%)	17.756(77%)	23.0	7322.0	0.0	7322.0	2784.0	0.0	2414.0	7289.0	armcore	['&if -W 300 -x -K 6', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	0.3660000000000032
998	998	['&if -W 300 -g -K 6', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	19.944000000000003	4.471(23%)	15.473(77%)	23.0	7296.0	0.0	7296.0	2784.0	0.0	2876.0	6991.0	armcore	['&if -W 300 -g -K 6', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	1.0819999999999972
999	999	['&if -W 300 -y -K 6', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	21.697	4.843(23%)	16.854(77%)	23.0	7274.0	0.0	7274.0	2784.0	0.0	2414.0	7526.0	armcore	['&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	2.914999999999999
1000	1000	['&synch2', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	19.674	4.347(23%)	15.327(77%)	23.0	7232.0	0.0	7232.0	2784.0	0.0	2415.0	7625.0	armcore	['&synch2', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	0.120000000000001
1001	1001	['&b -d', '&dc2']	23.862	5.215(22%)	18.647(78%)	22.0	7521.0	0.0	7521.0	2784.0	0.0	2414.0	7359.0	armcore	['&b -d']	&dc2	0.75
1002	1002	['&if -W 300 -y -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st']	21.912	4.843(23%)	17.069(77%)	23.0	7163.0	0.0	7163.0	2784.0	0.0	2414.0	7449.0	armcore	['&if -W 300 -y -K 6', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1003	1003	['&dch', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	20.158	4.595(23%)	15.563(77%)	23.0	7332.0	0.0	7332.0	2784.0	0.0	2414.0	7330.0	armcore	['&dch', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	2.762999999999998
1004	1004	['&dch -f', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	20.945	4.471(22%)	16.474(78%)	22.0	7243.0	0.0	7243.0	2784.0	0.0	2415.0	7475.0	armcore	['&dch -f', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	-0.1390000000000029
1005	1005	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	20.611	4.595(23%)	16.016(77%)	23.0	7148.0	0.0	7148.0	2784.0	0.0	2414.0	7439.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	1.3820000000000014
1006	1006	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -y -K 6', '&if -W 300 -y -K 6']	23.0	5.091(23%)	17.909(77%)	23.0	7188.0	0.0	7188.0	2784.0	0.0	2414.0	7475.0	armcore	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -y -K 6']	&if -W 300 -y -K 6	0.5730000000000004
1007	1007	['&dc2', '&synch2', '&if -W 300 -y -K 6']	20.428	4.471(22%)	15.957(78%)	22.0	7331.0	0.0	7331.0	2784.0	0.0	2415.0	7391.0	armcore	['&dc2', '&synch2']	&if -W 300 -y -K 6	3.9039999999999964
1008	1008	['&syn2', '&synch2', '&if -W 300 -y -K 6']	20.038	4.471(23%)	15.567(77%)	23.0	7218.0	0.0	7218.0	2784.0	0.0	2879.0	6988.0	armcore	['&syn2', '&synch2']	&if -W 300 -y -K 6	1.1350000000000016
1009	1009	['&syn3', '&synch2', '&if -W 300 -y -K 6']	19.345	4.223(22%)	15.122(78%)	22.0	7181.0	0.0	7181.0	2784.0	0.0	2414.0	7316.0	armcore	['&syn3', '&synch2']	&if -W 300 -y -K 6	2.299000000000003
1010	1010	['&syn4', '&synch2', '&if -W 300 -y -K 6']	19.495	4.347(23%)	15.148(77%)	23.0	7565.0	0.0	7565.0	2784.0	0.0	2414.0	7353.0	armcore	['&syn4', '&synch2']	&if -W 300 -y -K 6	0.5109999999999992
1011	1011	['&b', '&synch2', '&if -W 300 -y -K 6']	19.884	4.516(23%)	15.368(77%)	23.0	7237.0	0.0	7237.0	2784.0	0.0	2414.0	7556.0	armcore	['&b', '&synch2']	&if -W 300 -y -K 6	1.8260000000000005
1012	1012	['&b -d', '&synch2', '&if -W 300 -y -K 6']	19.278	4.099(22%)	15.179(78%)	22.0	7304.0	0.0	7304.0	2784.0	0.0	2414.0	7238.0	armcore	['&b -d', '&synch2']	&if -W 300 -y -K 6	2.432000000000002
1013	1013	['&synch2', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.49	4.471(22%)	16.019(78%)	22.0	7145.0	0.0	7145.0	2784.0	0.0	2414.0	7434.0	armcore	['&synch2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1014	1014	['&if -W 300 -x -K 6', '&synch2', '&if -W 300 -y -K 6']	19.274	4.099(22%)	15.175(78%)	22.0	7264.0	0.0	7264.0	2784.0	0.0	2415.0	7626.0	armcore	['&if -W 300 -x -K 6', '&synch2']	&if -W 300 -y -K 6	3.747
1015	1015	['&if -W 300 -g -K 6', '&synch2', '&if -W 300 -y -K 6']	21.116	4.595(22%)	16.521(78%)	22.0	7300.0	0.0	7300.0	2784.0	0.0	2414.0	7460.0	armcore	['&if -W 300 -g -K 6', '&synch2']	&if -W 300 -y -K 6	0.45899999999999963
1016	1016	['&if -W 300 -y -K 6', '&synch2&if -W 300 -y -K 6']	24.612	5.463(23%)	19.149(77%)	23.0	7330.0	0.0	7330.0	2784.0	0.0	2414.0	7276.0	armcore	['&if -W 300 -y -K 6']	&synch2&if -W 300 -y -K 6	0.0
1017	1017	['&synch2', '&synch2', '&if -W 300 -y -K 6']	18.813	5.157(28%)	13.656(72%)	28.0	7234.0	0.0	7234.0	2784.0	0.0	2414.0	7366.0	armcore	['&synch2', '&synch2']	&if -W 300 -y -K 6	0.7570000000000014
1018	1018	['&dch', '&synch2', '&if -W 300 -y -K 6']	20.022000000000002	4.223(22%)	15.799(78%)	22.0	7295.0	0.0	7295.0	2784.0	0.0	2414.0	7288.0	armcore	['&dch', '&synch2']	&if -W 300 -y -K 6	4.158999999999995
1019	1019	['&dch -f', '&synch2', '&if -W 300 -y -K 6']	20.156	4.595(23%)	15.561(77%)	23.0	7249.0	0.0	7249.0	2784.0	0.0	2876.0	7023.0	armcore	['&dch -f', '&synch2']	&if -W 300 -y -K 6	0.5430000000000028
1020	1020	['&if -W 300 -K 6 -v', '&mfs', '&st', '&synch2', '&if -W 300 -y -K 6']	20.038	4.471(23%)	15.567(77%)	23.0	7189.0	0.0	7189.0	2784.0	0.0	2414.0	7405.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&synch2']	&if -W 300 -y -K 6	1.841000000000001
1021	1021	['&if -W 300 -K 6 -v', '&st', '&synch2', '&if -W 300 -y -K 6']	20.038	4.471(23%)	15.567(77%)	23.0	7207.0	0.0	7207.0	2784.0	0.0	2414.0	7376.0	armcore	['&if -W 300 -K 6 -v', '&st', '&synch2']	&if -W 300 -y -K 6	2.4200000000000017
1022	1022	['&dc2', '&dch', '&if -W 300 -y -K 6']	20.317999999999998	4.471(23%)	15.847(77%)	23.0	7443.0	0.0	7443.0	2784.0	0.0	2415.0	7499.0	armcore	['&dc2', '&dch']	&if -W 300 -y -K 6	5.4830000000000005
1023	1023	['&syn2', '&dch', '&if -W 300 -y -K 6']	20.611	4.595(23%)	16.016(77%)	23.0	7227.0	0.0	7227.0	2784.0	0.0	2414.0	7486.0	armcore	['&syn2', '&dch']	&if -W 300 -y -K 6	0.559000000000001
1024	1024	['&dch', '&if -W 300 -K 6 -v', '&mfs', '&st']	22.329	4.843(22%)	17.486(78%)	22.0	7051.0	0.0	7051.0	2784.0	0.0	2414.0	7141.0	armcore	['&dch', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1025	1025	['&syn3', '&dch', '&if -W 300 -y -K 6']	21.593000000000004	4.648(22%)	16.945(78%)	22.0	7407.0	0.0	7407.0	2784.0	0.0	2414.0	7206.0	armcore	['&syn3', '&dch']	&if -W 300 -y -K 6	-0.4200000000000017
1026	1026	['&syn4', '&dch', '&if -W 300 -y -K 6']	21.098000000000003	4.458(22%)	16.640(78%)	22.0	7610.0	0.0	7610.0	2784.0	0.0	2414.0	7258.0	armcore	['&syn4', '&dch']	&if -W 300 -y -K 6	-1.0970000000000049
1027	1027	['&b', '&dch', '&if -W 300 -y -K 6']	22.011999999999997	4.843(23%)	17.169(77%)	23.0	7366.0	0.0	7366.0	2784.0	0.0	2414.0	7106.0	armcore	['&b', '&dch']	&if -W 300 -y -K 6	4.896000000000004
1028	1028	['&b -d', '&dch', '&if -W 300 -y -K 6']	19.435	4.347(23%)	15.088(77%)	23.0	7305.0	0.0	7305.0	2784.0	0.0	2414.0	7121.0	armcore	['&b -d', '&dch']	&if -W 300 -y -K 6	3.056000000000001
